City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
327,chontalpa,MX,17.7,-93.5167,83.1,79,64,8.72,broken clouds
328,san carlos,VE,9.6612,-68.5827,83.01,54,55,8.14,broken clouds
329,verkh-suetka,RU,53.3,80.05,23.63,85,85,17.69,overcast clouds
330,broken hill,AU,-31.95,141.4333,63.79,46,0,22.48,clear sky
331,togur,RU,58.3631,82.8265,7.72,93,84,8.39,broken clouds
332,norman wells,CA,65.282,-126.8329,-0.51,95,100,6.96,overcast clouds
333,sorland,NO,67.667,12.6934,39.06,59,8,17.83,clear sky
334,manokwari,ID,-0.8667,134.0833,79.3,78,100,5.35,overcast clouds
335,flinders,AU,-34.5833,150.8552,70.18,89,100,5.99,overcast clouds
336,labuhan,ID,-6.8844,112.2051,76.19,87,100,11.99,overcast clouds
337,bilma,NE,18.6853,12.9164,59.81,30,55,7.63,broken clouds
338,djambala,CG,-2.5447,14.7533,67.33,91,98,0.18,light rain
339,preobrazheniye,RU,42.9019,133.9064,7.7,72,2,8.95,clear sky
340,nyurba,RU,63.2842,118.3319,-2.52,96,100,5.66,overcast clouds
341,grand-santi,GF,4.25,-54.3833,73.02,98,99,3.24,moderate rain
342,southbridge,US,42.0751,-72.0334,45.66,98,100,1.01,overcast clouds
343,cidreira,BR,-30.1811,-50.2056,71.19,78,59,10.13,broken clouds
344,balod,IN,20.73,81.2047,60.91,61,32,4.5,scattered clouds
345,gladstone,AU,-23.85,151.25,84.78,69,15,8.05,few clouds
346,elati,GR,39.9801,21.8219,44.51,68,20,3.18,few clouds
347,verkhoyansk,RU,67.5447,133.385,-47.92,99,88,1.07,overcast clouds
348,banda aceh,ID,5.5577,95.3222,76.48,81,100,3.38,overcast clouds
349,san miguel,SV,13.4833,-88.1833,91.08,35,8,4.14,clear sky
350,coihaique,CL,-45.5752,-72.0662,63.21,59,75,12.66,broken clouds
351,sosua,DO,19.7667,-70.5167,78.78,83,20,11.5,few clouds
352,colchester,GB,51.8892,0.9042,54.36,91,100,27.07,overcast clouds
353,san francisco,US,37.7749,-122.4194,59.05,81,100,4.61,overcast clouds
354,namibe,AO,-15.1961,12.1522,76.93,80,100,6.96,overcast clouds
355,wagar,SD,16.1525,36.2032,77.56,62,1,12.17,clear sky
356,brigantine,US,39.4101,-74.3646,62.2,89,0,11.99,clear sky
357,rosetta,EG,31.4044,30.4164,61.48,76,61,14.05,light rain
358,honiara,SB,-9.4333,159.95,80.51,85,100,3.27,overcast clouds
359,portland,US,45.5234,-122.6762,48.22,77,75,11.5,broken clouds
360,manacor,ES,39.5696,3.2096,50.83,89,43,7.92,scattered clouds
361,labrea,BR,-7.2586,-64.7981,75.72,87,98,1.43,overcast clouds
362,belmonte,BR,-15.8631,-38.8828,76.48,85,80,8.03,broken clouds
363,abalak,RU,58.1286,68.5944,16.5,97,100,2.37,overcast clouds
364,the pas,CA,53.8251,-101.2541,16.79,94,15,1.05,few clouds
365,kimbe,PG,-5.5502,150.1429,77.68,92,100,1.74,moderate rain
366,manta,EC,-0.95,-80.7333,78.58,73,40,8.05,scattered clouds
367,fengzhen,CN,40.4394,113.1536,12.9,70,0,2.33,clear sky
368,padang,ID,-0.9492,100.3543,73.45,87,99,3.47,overcast clouds
369,rapid valley,US,44.0625,-103.1463,33.6,84,0,6.91,light snow
370,bull savanna,JM,17.8868,-77.5902,77.2,71,29,8.41,scattered clouds
371,lompoc,US,34.6391,-120.4579,63.79,79,100,4.0,overcast clouds
372,oum hadjer,TD,13.2954,19.6966,72.09,26,18,14.18,few clouds
373,bambanglipuro,ID,-7.95,110.2833,76.78,87,97,11.79,overcast clouds
374,kahului,US,20.8947,-156.47,78.84,84,75,11.99,light rain
375,amapa,BR,1.0,-52.0,73.29,98,96,3.33,overcast clouds
376,quatre cocos,MU,-20.2078,57.7625,78.1,70,37,8.93,scattered clouds
377,san patricio,US,28.017,-97.5169,84.29,28,31,8.16,scattered clouds
378,cherskiy,RU,68.75,161.3,-48.17,99,56,4.27,broken clouds
379,talcahuano,CL,-36.7167,-73.1167,71.28,53,0,17.27,clear sky
380,clarksburg,US,39.2807,-80.3445,63.3,90,100,3.44,moderate rain
381,waipawa,NZ,-41.4122,175.5153,66.33,63,96,13.4,overcast clouds
382,coihueco,CL,-36.6167,-71.8333,81.34,30,0,14.97,clear sky
383,sao jose da coroa grande,BR,-8.8978,-35.1478,77.92,82,100,8.75,overcast clouds
384,mulege,MX,26.8833,-111.9833,67.82,47,100,7.52,overcast clouds
385,geraldton,AU,-28.7667,114.6,81.01,28,18,26.46,few clouds
386,nantucket,US,41.2835,-70.0995,53.74,94,100,18.41,mist
387,yarmouth,US,41.7057,-70.2286,54.07,96,100,13.8,mist
388,tacuarembo,UY,-31.7333,-55.9833,88.92,15,75,6.26,broken clouds
389,ghanzi,BW,-21.5667,21.7833,73.94,63,43,11.63,scattered clouds
390,berezniki,RU,59.4152,56.8124,-21.93,100,66,1.74,broken clouds
391,makokou,GA,0.5738,12.8642,73.22,75,84,2.59,broken clouds
392,rensvik,NO,63.1,7.8167,28.67,64,3,6.91,clear sky
393,kobelyaky,UA,49.1489,34.1965,42.8,92,94,11.01,overcast clouds
394,erzurum,TR,40.0,41.5,15.48,30,0,1.99,clear sky
395,ossora,RU,59.2353,163.0719,-11.11,94,13,6.55,few clouds
396,bandarbeyla,SO,9.4942,50.8122,76.53,74,10,20.78,clear sky
397,koungou,YT,-12.7336,45.2042,80.31,83,0,4.61,clear sky
398,samarai,PG,-10.6167,150.6667,81.66,75,100,9.28,overcast clouds
399,kingman,US,35.1894,-114.053,51.89,63,100,10.36,overcast clouds
400,maniago,IT,46.1706,12.7078,46.96,98,99,2.19,overcast clouds
401,yarada,IN,17.65,83.2667,75.52,94,75,2.3,mist
402,kenai,US,60.5544,-151.2583,28.45,86,20,13.8,few clouds
403,edd,ER,13.9297,41.6925,80.29,53,26,18.01,scattered clouds
404,tiarei,PF,-17.5333,-149.3333,84.22,81,92,16.33,light rain
405,lao cai,VN,22.4833,103.95,56.26,95,41,1.01,scattered clouds
406,graaff-reinet,ZA,-32.2522,24.5308,76.93,47,88,6.96,overcast clouds
407,axim,GH,4.8699,-2.2405,78.46,77,18,6.26,few clouds
408,chippewa falls,US,44.9369,-91.3929,33.98,95,100,10.36,snow
409,huilong,CN,31.8111,121.655,37.94,62,0,1.97,clear sky
410,kinsale,IE,51.7075,-8.5306,54.77,94,100,21.85,overcast clouds
411,panzhihua,CN,26.5851,101.7128,45.1,88,0,1.45,clear sky
412,ixtapa,MX,20.7,-105.2,78.22,65,20,10.36,few clouds
413,grindavik,IS,63.8424,-22.4338,27.07,74,20,4.61,few clouds
414,salalah,OM,17.0151,54.0924,73.94,66,46,3.15,scattered clouds
415,port hardy,CA,50.6996,-127.4199,42.98,81,100,23.02,overcast clouds
416,melbu,NO,68.5044,14.8297,31.78,80,12,5.75,few clouds
417,asau,RO,46.4333,26.4,45.52,85,100,1.48,overcast clouds
418,beringovskiy,RU,63.05,179.3167,-20.0,92,94,12.35,overcast clouds
419,berlevag,NO,70.8578,29.0864,31.95,80,75,21.85,broken clouds
420,udachnyy,RU,66.4167,112.4,-30.95,100,100,5.37,overcast clouds
421,muisne,EC,0.6,-80.0333,76.75,77,99,7.36,overcast clouds
422,skegness,GB,53.1436,0.3363,54.01,93,100,25.97,overcast clouds
423,bataysk,RU,47.1398,39.7518,45.88,70,100,12.48,overcast clouds
424,ulverstone,AU,-41.15,146.1667,58.24,75,94,2.55,overcast clouds
425,santa catarina de tepehuanes,MX,25.35,-105.7333,63.95,23,44,21.05,scattered clouds
426,solnechnyy,RU,50.7214,136.6319,-18.31,93,22,2.98,few clouds
427,santa maria,BR,-29.6842,-53.8069,83.73,20,100,4.56,overcast clouds
428,candelaria,PH,13.9311,121.4233,74.7,91,100,12.12,overcast clouds
429,tarko-sale,RU,64.9225,77.785,6.98,95,100,10.22,overcast clouds
430,iquique,CL,-20.2208,-70.1431,73.44,79,45,2.44,scattered clouds
431,olinda,BR,-8.0089,-34.8553,82.13,69,75,8.05,broken clouds
432,gizo,SB,-8.103,156.8419,82.56,78,100,15.28,light rain
433,gornopravdinsk,RU,60.05,69.9,10.45,96,100,5.88,overcast clouds
434,chitral,PK,35.8462,71.7858,32.45,40,38,7.7,scattered clouds
435,marsa matruh,EG,31.3525,27.2453,62.8,55,40,13.8,scattered clouds
436,freeport,US,40.6576,-73.5832,55.76,92,100,8.05,mist
437,mogadishu,SO,2.0371,45.3438,77.79,78,1,21.45,clear sky
438,barda,AZ,40.3744,47.1267,44.11,40,0,3.76,clear sky
439,manukan,PH,8.5333,123.1,77.09,91,100,10.36,overcast clouds
440,canguaretama,BR,-6.38,-35.1289,78.31,78,100,8.93,overcast clouds
441,kriel,ZA,-26.2739,29.2253,59.81,59,74,2.04,broken clouds
442,muros,ES,42.7762,-9.0603,56.08,82,100,12.33,overcast clouds
443,khani,GE,41.9563,42.9566,44.64,45,0,6.26,clear sky
444,afyonkarahisar,TR,38.75,30.6667,34.65,47,0,1.25,clear sky
445,tocopilla,CL,-22.092,-70.1979,69.69,76,26,5.21,scattered clouds
446,umm kaddadah,SD,13.6017,26.6876,64.2,29,0,14.5,clear sky
447,henties bay,NA,-22.116,14.2845,63.93,87,99,6.31,overcast clouds
448,taoudenni,ML,22.6783,-3.9836,65.35,15,0,10.76,clear sky
449,kerman,IR,30.2832,57.0788,24.66,74,0,4.61,clear sky
450,angoche,MZ,-16.2325,39.9086,72.9,90,99,8.99,overcast clouds
451,alakurtti,RU,66.9672,30.3491,2.62,100,79,5.35,broken clouds
452,fortuna foothills,US,32.6578,-114.4119,68.22,39,100,9.22,overcast clouds
453,kovernino,RU,57.1253,43.8142,20.52,96,100,6.35,light snow
454,kaohsiung,TW,22.6163,120.3133,62.55,85,75,4.61,broken clouds
455,macusani,PE,-14.0833,-70.4333,38.64,94,100,4.97,overcast clouds
456,jackson,US,42.4165,-122.8345,43.38,84,100,6.91,overcast clouds
457,korla,CN,41.7597,86.1469,19.42,53,100,2.26,overcast clouds
458,lata,PT,40.1629,-8.3327,42.93,85,25,3.0,scattered clouds
459,sao felix do xingu,BR,-6.6447,-51.995,73.44,96,92,1.25,overcast clouds
460,miyako,JP,39.6367,141.9525,29.32,65,67,6.8,broken clouds
461,senanga,ZM,-16.1167,23.2667,66.96,91,100,5.28,light rain
462,bantry,IE,51.6833,-9.45,54.79,95,100,26.51,overcast clouds
463,uribia,CO,11.7139,-72.266,80.17,63,74,13.94,broken clouds
464,avera,US,33.194,-82.5271,72.91,73,94,10.47,overcast clouds
465,hovd,MN,48.0056,91.6419,-0.92,88,100,1.43,overcast clouds
466,tiksi,RU,71.6872,128.8694,-11.9,98,100,4.92,overcast clouds
467,yumen,CN,40.2833,97.2,15.33,51,1,8.12,clear sky
468,umm lajj,SA,25.0213,37.2685,69.94,54,2,7.36,clear sky
469,souillac,MU,-20.5167,57.5167,79.18,78,40,4.61,scattered clouds
470,gimli,CA,50.6336,-96.9907,10.42,85,8,2.3,clear sky
471,chopovychi,UA,50.8332,28.9533,38.77,80,89,14.2,overcast clouds
472,talnakh,RU,69.4865,88.3972,-20.79,98,100,4.47,overcast clouds
473,mombetsu,JP,44.3525,143.3525,16.0,78,98,10.29,overcast clouds
474,lander,US,42.833,-108.7307,34.39,73,100,0.0,overcast clouds
475,mizan teferi,ET,6.9833,35.5833,63.12,69,49,2.55,scattered clouds
476,narrabri,AU,-30.3167,149.7833,88.52,50,0,1.99,clear sky
477,deputatskiy,RU,69.3,139.9,-38.6,95,24,2.35,few clouds
478,puerto madero,MX,14.7208,-92.4215,84.4,70,75,5.75,broken clouds
479,haizhou,CN,34.5817,119.1289,33.24,77,1,3.2,clear sky
480,teya,RU,60.3778,92.6267,-1.91,100,100,1.66,overcast clouds
481,san jeronimo,PE,-11.9472,-75.2829,56.26,73,100,7.67,overcast clouds
482,faya,SA,18.3851,42.4509,54.12,87,16,5.12,few clouds
483,hanmer springs,NZ,-42.5167,172.8167,77.14,36,89,0.56,overcast clouds
484,ayorou,NE,14.7308,0.9174,68.38,21,5,10.2,clear sky
485,itapaci,BR,-14.9508,-49.5494,72.12,89,61,2.48,heavy intensity rain
486,bac lieu,VN,9.285,105.7244,74.48,89,100,6.06,overcast clouds
487,mosetse,BW,-20.75,26.65,69.69,77,6,6.24,light rain
488,adrar,MR,20.5022,-10.0711,65.41,14,0,10.83,clear sky
489,kaitangata,NZ,-46.2817,169.8464,65.97,67,100,2.59,overcast clouds
490,bandar-e lengeh,IR,26.5579,54.8807,68.22,37,27,15.43,scattered clouds
491,yangambi,CD,0.8102,24.4336,74.57,72,34,0.96,scattered clouds
492,aklavik,CA,68.2191,-135.0107,-7.64,99,93,1.61,overcast clouds
493,shingu,JP,33.7333,135.9833,40.44,63,1,8.43,clear sky
494,ust-uda,RU,54.1742,103.0304,-16.78,100,67,1.43,broken clouds
495,ambilobe,MG,-13.2,49.05,72.75,94,96,4.07,overcast clouds
496,kongoussi,BF,13.3258,-1.5347,67.53,20,45,8.39,scattered clouds
497,bibiani,GH,6.4635,-2.3194,69.57,34,21,2.82,few clouds
498,terme,TR,41.2092,36.9739,33.73,50,0,4.21,clear sky
499,valentin gomez farias,MX,28.2167,-106.5833,61.12,22,67,25.17,broken clouds
500,hami,CN,42.8,93.45,18.75,52,12,7.65,few clouds
501,salvador,SV,13.8333,-88.9167,81.05,43,47,4.74,scattered clouds
502,puerto colombia,CO,10.9878,-74.9547,82.49,81,1,20.65,clear sky
503,puerto narino,CO,-3.7703,-70.3831,78.57,89,90,2.62,overcast clouds
504,mari-turek,RU,56.7895,49.6235,7.88,97,100,3.71,overcast clouds
505,bakaly,RU,55.1789,53.8028,9.91,99,100,2.01,overcast clouds
506,eureka,US,40.8021,-124.1637,54.21,81,100,9.91,overcast clouds
507,heze,CN,35.2431,115.4411,34.93,62,75,5.3,broken clouds
508,abu dhabi,AE,24.4667,54.3667,69.82,60,0,3.44,clear sky
509,riverton,US,40.5219,-111.9391,37.17,82,100,5.01,moderate rain
510,waingapu,ID,-9.6567,120.2641,80.13,78,92,17.54,overcast clouds
511,plouzane,FR,48.3833,-4.6167,55.58,94,100,24.16,overcast clouds
512,rio grande,BR,-32.035,-52.0986,78.91,62,75,13.96,broken clouds
513,brae,GB,60.3964,-1.353,43.2,85,90,8.37,overcast clouds
514,catalina,US,32.5056,-110.9211,58.86,50,70,3.0,broken clouds
515,shenzhen,CN,22.5455,114.0683,62.15,84,54,5.1,broken clouds
516,maniitsoq,GL,65.4167,-52.9,11.48,80,100,16.37,overcast clouds
517,imeni poliny osipenko,RU,52.4201,136.4853,-33.9,100,35,2.39,scattered clouds
518,turayf,SA,31.6725,38.6637,41.25,93,75,24.16,broken clouds
519,abnub,EG,27.2696,31.1511,53.82,68,0,8.25,clear sky
520,ust-nera,RU,64.5667,143.2,-33.84,97,99,4.43,overcast clouds
521,mayo,US,38.8876,-76.5119,69.1,79,0,11.5,clear sky
522,villazon,BO,-22.0866,-65.5942,59.09,57,60,19.71,broken clouds
523,peachland,CA,49.7665,-119.7357,37.67,75,98,3.74,overcast clouds
524,constantine,DZ,36.365,6.6147,42.21,60,0,2.3,clear sky
525,upata,VE,8.0086,-62.3989,76.19,81,100,4.79,overcast clouds
526,kollo,NE,13.3043,2.339,72.03,23,11,10.07,few clouds
527,pyay,MM,18.8167,95.2167,62.44,65,1,6.04,clear sky
528,necochea,AR,-38.5473,-58.7368,68.86,50,1,6.64,clear sky
529,dwarka,IN,22.2394,68.9678,68.94,45,0,16.28,clear sky
530,bubaque,GW,11.2833,-15.8333,78.84,69,15,12.44,few clouds
531,marrakesh,MA,31.6315,-8.0083,57.27,51,0,3.44,clear sky
532,tchollire,CM,8.4022,14.1698,70.41,31,91,1.7,overcast clouds
533,elat,IL,29.5581,34.9482,57.04,82,40,0.0,scattered clouds
534,banjar,ID,-8.19,114.9675,76.93,88,100,4.23,overcast clouds
535,weingarten,DE,47.8,9.6333,44.44,96,100,2.3,overcast clouds
536,port augusta,AU,-32.5,137.7667,63.0,56,0,18.95,clear sky
537,tezu,IN,27.9167,96.1667,55.74,42,0,4.03,clear sky
538,vostok,RU,46.4856,135.8833,-19.84,98,98,5.32,overcast clouds
539,pandan,PH,14.0453,124.1694,78.31,87,90,19.84,overcast clouds
540,trairi,BR,-3.2778,-39.2689,79.09,79,82,11.88,broken clouds
541,hualmay,PE,-11.0964,-77.6139,72.07,78,100,7.99,overcast clouds
542,kyzyl-suu,KG,42.3414,78.0056,23.61,69,100,4.14,overcast clouds
543,dashitou,CN,43.3067,128.5114,-2.65,92,4,2.93,clear sky
544,innisfail,AU,-17.5333,146.0333,77.13,90,100,1.34,overcast clouds
545,san cristobal,VE,7.7669,-72.225,75.38,76,58,3.89,broken clouds
546,wad rawah,SD,15.1603,33.1397,72.77,22,2,16.51,clear sky
547,nakhon thai,TH,17.1006,100.8374,65.55,86,6,3.22,clear sky
548,kibala,TD,9.1104,18.3463,78.48,28,22,4.99,few clouds
549,kushima,JP,31.4583,131.2333,38.61,77,0,8.75,clear sky
550,snezhnogorsk,RU,69.1933,33.2531,8.38,76,100,17.02,snow
551,benguela,AO,-12.5763,13.4055,79.45,78,31,1.03,scattered clouds
552,chapleau,CA,47.8405,-83.4034,30.29,80,100,5.75,overcast clouds
553,osoyoos,CA,49.0331,-119.4524,34.56,75,97,5.75,overcast clouds
554,guarapuava,BR,-25.3953,-51.4581,64.44,99,100,2.39,moderate rain
555,seymchan,RU,62.8833,152.4333,-35.21,97,99,1.41,overcast clouds
556,alto araguaia,BR,-17.3147,-53.2153,72.95,83,88,4.83,overcast clouds
557,naze,JP,28.3667,129.4833,54.52,63,81,13.38,broken clouds
558,bowen,AU,-20.0167,148.2333,80.62,70,100,6.04,overcast clouds
559,livramento,BR,-3.0254,-60.1803,79.48,89,40,3.44,scattered clouds
560,sandovo,RU,58.4602,36.4128,19.92,94,100,10.04,overcast clouds
561,balkhash,KZ,46.844,74.9804,22.59,85,70,23.47,broken clouds
562,dukat,RU,62.55,155.55,-27.62,91,90,3.42,overcast clouds
563,scottsbluff,US,41.8666,-103.6672,30.78,83,100,3.44,snow
564,bozova,TR,37.3625,38.5267,47.32,41,0,4.0,clear sky
565,ikryanoye,RU,46.0932,47.7308,40.98,90,42,13.67,scattered clouds
566,sangar,RU,63.9242,127.4739,-26.75,95,100,10.18,overcast clouds
567,oranjemund,NA,-28.55,16.4333,66.51,80,100,4.83,overcast clouds
568,matamoros,MX,25.5333,-103.25,78.91,14,75,11.5,broken clouds
569,boone,US,39.0334,-92.3335,59.85,61,0,8.01,clear sky
570,skjervoy,NO,70.0311,20.9714,24.8,79,82,9.22,broken clouds
571,anavra,GR,39.2,22.0833,47.44,61,5,2.95,clear sky
572,pitiquito,MX,30.7,-112.0833,63.99,31,40,5.53,scattered clouds
573,fukue,JP,32.6881,128.8419,47.44,61,6,21.92,clear sky
574,oriximina,BR,-1.7656,-55.8661,81.21,69,92,2.04,overcast clouds
575,baglan,AF,36.1307,68.7083,39.49,40,80,0.65,broken clouds
576,kalmunai,LK,7.4167,81.8167,74.59,74,49,7.58,scattered clouds
577,urumqi,CN,43.801,87.6005,0.55,85,75,4.47,mist
578,salinopolis,BR,-0.6136,-47.3561,78.46,86,23,10.76,few clouds
579,los llanos de aridane,ES,28.6585,-17.9182,64.15,83,75,10.36,broken clouds
580,kalabo,ZM,-14.97,22.6814,65.07,98,100,3.13,moderate rain
581,noumea,NC,-22.2763,166.4572,82.38,99,30,4.7,scattered clouds
582,bo phloi,TH,14.3236,99.5161,78.31,66,99,9.06,overcast clouds
583,sladkovo,RU,55.5284,70.3385,20.35,96,100,6.24,light snow
584,burgeo,CA,47.6167,-57.6152,29.7,78,81,11.54,broken clouds
585,todos santos,MX,23.45,-110.2167,80.04,71,0,6.31,clear sky
586,porto novo,BJ,6.4965,2.6036,80.42,62,20,5.93,few clouds
587,whitecourt,CA,54.1502,-115.6855,22.24,93,40,11.5,scattered clouds
588,great falls,US,47.5002,-111.3008,37.42,39,0,20.71,clear sky
589,nandu,CN,22.8525,110.8233,56.14,71,100,3.94,overcast clouds
590,goundam,ML,16.4145,-3.6708,66.76,16,28,9.73,scattered clouds
591,raton,US,36.9034,-104.4391,36.21,32,0,12.66,clear sky
592,nelson bay,AU,-32.7167,152.15,78.12,75,4,14.0,clear sky
593,santa luzia,BR,-19.7697,-43.8514,71.94,86,100,3.44,overcast clouds
594,devils lake,US,48.1128,-98.8651,6.78,87,100,4.61,mist
595,tovarkovskiy,RU,53.6822,38.2092,35.4,85,87,21.85,overcast clouds
596,duobao,CN,30.67,112.6895,40.05,68,0,2.89,clear sky
597,san joaquin,US,37.9333,-121.3011,56.34,87,100,4.61,overcast clouds
598,barreirinha,BR,-2.7933,-57.07,76.44,91,100,0.56,overcast clouds
599,bam,IR,29.106,58.357,44.29,22,2,4.79,clear sky
600,waw,SS,7.7029,27.9953,76.96,38,41,4.25,scattered clouds
601,nangomba,TZ,-10.9,38.5,72.19,87,89,3.4,overcast clouds
602,canandaigua,US,42.8742,-77.288,43.63,92,100,3.13,light rain
603,tazovskiy,RU,67.4667,78.7,-9.76,97,100,11.79,overcast clouds
604,vestmanna,FO,62.1564,-7.1664,40.12,100,75,6.91,broken clouds
605,kourou,GF,5.1552,-52.6478,71.65,91,100,7.56,light rain
606,ulaangom,MN,49.9811,92.0667,-14.1,98,100,1.39,overcast clouds
607,celestun,MX,20.8667,-90.4,83.89,63,73,3.2,broken clouds
608,carmarthen,GB,51.8555,-4.3054,54.9,80,100,35.68,moderate rain
609,hamilton,US,39.1834,-84.5333,62.06,90,100,11.5,overcast clouds
610,cleveland,US,41.4995,-81.6954,62.35,94,100,9.22,overcast clouds
611,gondanglegi,ID,-7.7479,112.0132,73.15,86,100,3.58,overcast clouds
612,bure,ET,10.7,37.0667,57.22,46,4,2.55,clear sky
613,haapiti,PF,-17.5667,-149.8667,83.93,78,65,17.43,broken clouds
614,sibolga,ID,1.7427,98.7792,74.73,85,100,3.02,overcast clouds
615,arkhipo-osipovka,RU,44.37,38.52,48.27,85,0,4.72,clear sky
616,novyy urengoy,RU,66.0833,76.6333,4.19,96,100,11.65,light snow
617,grand gaube,MU,-20.0064,57.6608,79.2,70,34,1.99,scattered clouds
618,bundaberg,AU,-24.85,152.35,84.22,70,14,5.01,few clouds
619,cadiz,ES,36.5,-5.75,53.13,96,0,3.98,clear sky
620,tura,IN,25.5198,90.2201,54.0,69,0,3.31,clear sky
621,eyl,SO,7.9803,49.8164,75.67,70,27,20.18,scattered clouds
622,sungaipenuh,ID,-2.0833,101.3833,63.21,95,100,1.77,overcast clouds
623,pangoa,PE,-12.1167,-73.0,74.41,95,100,2.26,overcast clouds
624,carthage,TN,36.8611,10.3316,47.73,87,20,0.0,few clouds
625,kindia,GN,10.0569,-12.8658,71.87,22,24,1.54,few clouds
626,neyvo-rudyanka,RU,57.3444,60.1343,-2.31,100,88,3.96,overcast clouds
627,hay river,CA,60.8156,-115.7999,6.78,85,75,3.44,broken clouds
628,zeya,RU,53.75,127.2667,-16.65,94,57,2.21,broken clouds
629,viedma,AR,-40.8135,-62.9967,78.67,21,33,8.7,scattered clouds
630,liaozhong,CN,41.5061,122.7242,13.24,43,9,2.13,clear sky
631,chino valley,US,34.7575,-112.4538,42.67,78,100,10.36,overcast clouds
632,binga,ZW,-17.6203,27.3414,70.39,88,54,4.09,broken clouds
633,rancho palos verdes,US,33.7445,-118.387,60.03,97,100,13.0,mist
634,neuquen,AR,-38.9516,-68.0591,91.29,18,0,16.11,clear sky
635,corner brook,CA,48.9667,-57.9484,26.76,97,95,3.89,overcast clouds
636,sokyryany,UA,48.4475,27.4168,42.76,87,99,9.48,overcast clouds
637,shubarshi,KZ,48.5872,57.1869,26.1,88,91,11.79,overcast clouds
638,harper,LR,4.375,-7.7169,78.94,78,51,4.99,broken clouds
639,blythe,US,33.6103,-114.5964,66.65,37,0,12.66,clear sky
640,amantea,IT,39.1332,16.0746,59.05,83,56,2.21,broken clouds
641,maine-soroa,NE,13.2114,12.0241,65.01,31,3,11.43,clear sky
642,esna,EG,25.2934,32.554,53.62,54,0,7.65,clear sky
643,teruel,ES,40.6667,-0.6667,35.31,73,3,3.42,clear sky
644,mamou,GN,10.5,-12.0,68.95,23,11,3.02,few clouds
645,haukipudas,FI,65.1765,25.3523,17.65,100,96,6.44,overcast clouds
646,terra santa,BR,-2.1042,-56.4869,77.88,82,98,3.38,overcast clouds
647,soure,BR,-0.7167,-48.5233,79.25,83,29,11.48,scattered clouds
648,vardo,NO,70.3705,31.1107,33.78,64,100,21.85,light snow
649,stokmarknes,NO,68.5646,14.9108,22.98,80,14,5.75,few clouds
650,hobyo,SO,5.3505,48.5268,76.75,78,14,21.43,few clouds
651,imelda,PH,7.65,123.95,76.91,91,100,2.04,overcast clouds
652,abha,SA,18.2164,42.5053,53.85,88,20,0.0,few clouds
653,lagos,NG,6.5833,3.75,77.32,69,83,0.98,broken clouds
654,meulaboh,ID,4.1363,96.1285,75.02,90,100,3.06,overcast clouds
655,kopervik,NO,59.2835,5.3067,43.32,75,75,20.71,drizzle
656,thanh hoa,VN,19.8,105.7667,61.11,64,100,1.43,overcast clouds
657,pisco,PE,-13.7,-76.2167,71.65,78,0,19.57,clear sky
658,monrovia,LR,6.3005,-10.7969,78.76,79,3,7.2,clear sky
